year,month,item,measure,unit,value,source_table_year
2019,9,その他の仕上用化粧品,販売数量,kg,17860.0,2019
2019,10,その他の仕上用化粧品,販売数量,kg,12905.0,2019
2019,11,その他の仕上用化粧品,販売数量,kg,17079.0,2019
2019,12,その他の仕上用化粧品,販売数量,kg,16402.0,2019
2020,0,その他の仕上用化粧品,販売数量,kg,195112.0,2023
2020,1,その他の仕上用化粧品,販売数量,kg,23039.0,2020
2020,2,その他の仕上用化粧品,販売数量,kg,24669.0,2020
2020,3,その他の仕上用化粧品,販売数量,kg,31332.0,2020
2020,4,その他の仕上用化粧品,販売数量,kg,12701.0,2020
2020,5,その他の仕上用化粧品,販売数量,kg,15034.0,2020
2020,6,その他の仕上用化粧品,販売数量,kg,17245.0,2020
2020,7,その他の仕上用化粧品,販売数量,kg,28321.0,2020
2020,8,その他の仕上用化粧品,販売数量,kg,6723.0,2020
2020,9,その他の仕上用化粧品,販売数量,kg,9804.0,2020
2020,10,その他の仕上用化粧品,販売数量,kg,13645.0,2020
2020,11,その他の仕上用化粧品,販売数量,kg,10640.0,2020
2020,12,その他の仕上用化粧品,販売数量,kg,12285.0,2020
2021,0,その他の仕上用化粧品,販売数量,kg,171084.0,2023
2021,1,その他の仕上用化粧品,販売数量,kg,10367.0,2021
2021,2,その他の仕上用化粧品,販売数量,kg,28347.0,2021
2021,3,その他の仕上用化粧品,販売数量,kg,18034.0,2021
2021,4,その他の仕上用化粧品,販売数量,kg,10992.0,2021
2021,5,その他の仕上用化粧品,販売数量,kg,18601.0,2021
2021,6,その他の仕上用化粧品,販売数量,kg,16558.0,2021
2021,7,その他の仕上用化粧品,販売数量,kg,24920.0,2021
2021,8,その他の仕上用化粧品,販売数量,kg,19240.0,2021
2021,9,その他の仕上用化粧品,販売数量,kg,23404.0,2021
2021,10,その他の仕上用化粧品,販売数量,kg,6515.0,2021
2021,11,その他の仕上用化粧品,販売数量,kg,15264.0,2021
2021,12,その他の仕上用化粧品,販売数量,kg,16458.0,2021
2022,0,その他の仕上用化粧品,販売数量,kg,184015.0,2023
2022,1,その他の仕上用化粧品,販売数量,kg,13995.0,2022
2022,2,その他の仕上用化粧品,販売数量,kg,9569.0,2022
2022,3,その他の仕上用化粧品,販売数量,kg,19551.0,2022
2022,4,その他の仕上用化粧品,販売数量,kg,20657.0,2022
2022,5,その他の仕上用化粧品,販売数量,kg,16179.0,2022
2022,6,その他の仕上用化粧品,販売数量,kg,15307.0,2022
2022,7,その他の仕上用化粧品,販売数量,kg,15519.0,2022
2022,8,その他の仕上用化粧品,販売数量,kg,16751.0,2022
2022,9,その他の仕上用化粧品,販売数量,kg,11765.0,2022
2022,10,その他の仕上用化粧品,販売数量,kg,15414.0,2022
2022,11,その他の仕上用化粧品,販売数量,kg,15892.0,2022
2022,12,その他の仕上用化粧品,販売数量,kg,13416.0,2022
2023,0,その他の仕上用化粧品,販売数量,kg,219708.0,2023
2023,1,その他の仕上用化粧品,販売数量,kg,12376.0,2023
2023,2,その他の仕上用化粧品,販売数量,kg,20864.0,2023
2023,3,その他の仕上用化粧品,販売数量,kg,16588.0,2023
2023,4,その他の仕上用化粧品,販売数量,kg,18133.0,2023
2023,5,その他の仕上用化粧品,販売数量,kg,19137.0,2023
2023,6,その他の仕上用化粧品,販売数量,kg,19395.0,2023
2023,7,その他の仕上用化粧品,販売数量,kg,17920.0,2023
2023,8,その他の仕上用化粧品,販売数量,kg,18900.0,2023
2023,9,その他の仕上用化粧品,販売数量,kg,18067.0,2023
2023,10,その他の仕上用化粧品,販売数量,kg,18594.0,2023
2023,11,その他の仕上用化粧品,販売数量,kg,22470.0,2023
2023,12,その他の仕上用化粧品,販売数量,kg,17264.0,2023
2024,1,その他の仕上用化粧品,販売数量,kg,19662.0,2024
2024,2,その他の仕上用化粧品,販売数量,kg,24483.0,2024
2024,3,その他の仕上用化粧品,販売数量,kg,18994.0,2024
2024,4,その他の仕上用化粧品,販売数量,kg,20135.0,2024
2024,5,その他の仕上用化粧品,販売数量,kg,21534.0,2024
2024,6,その他の仕上用化粧品,販売数量,kg,18461.0,2024
2024,7,その他の仕上用化粧品,販売数量,kg,18379.0,2024
2024,8,その他の仕上用化粧品,販売数量,kg,15304.0,2024
2024,9,その他の仕上用化粧品,販売数量,kg,15391.0,2024
2024,10,その他の仕上用化粧品,販売数量,kg,18908.0,2024
2024,11,その他の仕上用化粧品,販売数量,kg,16580.0,2024
2024,12,その他の仕上用化粧品,販売数量,kg,15625.0,2024
2015,0,その他の仕上用化粧品,販売金額,千円,5551361.0,2019
2016,0,その他の仕上用化粧品,販売金額,千円,5345705.0,2020
2017,0,その他の仕上用化粧品,販売金額,千円,5991626.0,2021
2018,0,その他の仕上用化粧品,販売金額,千円,7584081.0,2022
2019,0,その他の仕上用化粧品,販売金額,千円,8086335.0,2023
2019,1,その他の仕上用化粧品,販売金額,千円,366047.0,2019
2019,2,その他の仕上用化粧品,販売金額,千円,898178.0,2019
2019,3,その他の仕上用化粧品,販売金額,千円,594436.0,2019
2019,4,その他の仕上用化粧品,販売金額,千円,534485.0,2019
2019,5,その他の仕上用化粧品,販売金額,千円,450311.0,2019
2019,6,その他の仕上用化粧品,販売金額,千円,614256.0,2019
2019,7,その他の仕上用化粧品,販売金額,千円,851910.0,2019
2019,8,その他の仕上用化粧品,販売金額,千円,694094.0,2019
2019,9,その他の仕上用化粧品,販売金額,千円,672940.0,2019
2019,10,その他の仕上用化粧品,販売金額,千円,1091265.0,2019
2019,11,その他の仕上用化粧品,販売金額,千円,831786.0,2019
2019,12,その他の仕上用化粧品,販売金額,千円,486627.0,2019
2020,0,その他の仕上用化粧品,販売金額,千円,6073222.0,2023
2020,1,その他の仕上用化粧品,販売金額,千円,505337.0,2020
2020,2,その他の仕上用化粧品,販売金額,千円,671937.0,2020
2020,3,その他の仕上用化粧品,販売金額,千円,508005.0,2020
2020,4,その他の仕上用化粧品,販売金額,千円,403404.0,2020
2020,5,その他の仕上用化粧品,販売金額,千円,358182.0,2020
2020,6,その他の仕上用化粧品,販売金額,千円,460425.0,2020
2020,7,その他の仕上用化粧品,販売金額,千円,585797.0,2020
2020,8,その他の仕上用化粧品,販売金額,千円,357928.0,2020
2020,9,その他の仕上用化粧品,販売金額,千円,452890.0,2020
2020,10,その他の仕上用化粧品,販売金額,千円,1022164.0,2020
2020,11,その他の仕上用化粧品,販売金額,千円,604357.0,2020
2020,12,その他の仕上用化粧品,販売金額,千円,416267.0,2020
2021,0,その他の仕上用化粧品,販売金額,千円,6626159.0,2023
2021,1,その他の仕上用化粧品,販売金額,千円,276246.0,2021
2021,2,その他の仕上用化粧品,販売金額,千円,576853.0,2021
2021,3,その他の仕上用化粧品,販売金額,千円,575321.0,2021
2021,4,その他の仕上用化粧品,販売金額,千円,476859.0,2021
2021,5,その他の仕上用化粧品,販売金額,千円,481036.0,2021
2021,6,その他の仕上用化粧品,販売金額,千円,520842.0,2021
2021,7,その他の仕上用化粧品,販売金額,千円,619871.0,2021
2021,8,その他の仕上用化粧品,販売金額,千円,480510.0,2021
2021,9,その他の仕上用化粧品,販売金額,千円,771289.0,2021
2021,10,その他の仕上用化粧品,販売金額,千円,998252.0,2021
2021,11,その他の仕上用化粧品,販売金額,千円,767361.0,2021
2021,12,その他の仕上用化粧品,販売金額,千円,487070.0,2021
2022,0,その他の仕上用化粧品,販売金額,千円,7722234.0,2023
2022,1,その他の仕上用化粧品,販売金額,千円,416837.0,2022
2022,2,その他の仕上用化粧品,販売金額,千円,319222.0,2022
2022,3,その他の仕上用化粧品,販売金額,千円,598360.0,2022
2022,4,その他の仕上用化粧品,販売金額,千円,583266.0,2022
2022,5,その他の仕上用化粧品,販売金額,千円,540437.0,2022
2022,6,その他の仕上用化粧品,販売金額,千円,469245.0,2022
2022,7,その他の仕上用化粧品,販売金額,千円,574215.0,2022
2022,8,その他の仕上用化粧品,販売金額,千円,603325.0,2022
2022,9,その他の仕上用化粧品,販売金額,千円,758217.0,2022
2022,10,その他の仕上用化粧品,販売金額,千円,1452699.0,2022
2022,11,その他の仕上用化粧品,販売金額,千円,826075.0,2022
2022,12,その他の仕上用化粧品,販売金額,千円,580336.0,2022
2023,0,その他の仕上用化粧品,販売金額,千円,8379612.0,2023
2023,1,その他の仕上用化粧品,販売金額,千円,453077.0,2023
2023,2,その他の仕上用化粧品,販売金額,千円,446112.0,2023
2023,3,その他の仕上用化粧品,販売金額,千円,639602.0,2023
2023,4,その他の仕上用化粧品,販売金額,千円,709622.0,2023
2023,5,その他の仕上用化粧品,販売金額,千円,811371.0,2023
2023,6,その他の仕上用化粧品,販売金額,千円,583571.0,2023
2023,7,その他の仕上用化粧品,販売金額,千円,640853.0,2023
2023,8,その他の仕上用化粧品,販売金額,千円,528631.0,2023
2023,9,その他の仕上用化粧品,販売金額,千円,885283.0,2023
2023,10,その他の仕上用化粧品,販売金額,千円,1288262.0,2023
2023,11,その他の仕上用化粧品,販売金額,千円,799199.0,2023
2023,12,その他の仕上用化粧品,販売金額,千円,594029.0,2023
2024,1,その他の仕上用化粧品,販売金額,千円,527644.0,2024
2024,2,その他の仕上用化粧品,販売金額,千円,574308.0,2024
2024,3,その他の仕上用化粧品,販売金額,千円,626587.0,2024
2024,4,その他の仕上用化粧品,販売金額,千円,652040.0,2024
2024,5,その他の仕上用化粧品,販売金額,千円,833986.0,2024
2024,6,その他の仕上用化粧品,販売金額,千円,559915.0,2024
2024,7,その他の仕上用化粧品,販売金額,千円,491392.0,2024
2024,8,その他の仕上用化粧品,販売金額,千円,405579.0,2024
2024,9,その他の仕上用化粧品,販売金額,千円,567173.0,2024
2024,10,その他の仕上用化粧品,販売金額,千円,1044600.0,2024
2024,11,その他の仕上用化粧品,販売金額,千円,541642.0,2024
2024,12,その他の仕上用化粧品,販売金額,千円,472491.0,2024
2015,0,その他の特殊用途化粧品,出荷その他,kg,2268480.0,2019
2016,0,その他の特殊用途化粧品,出荷その他,kg,1656034.0,2020
2017,0,その他の特殊用途化粧品,出荷その他,kg,1345066.0,2021
2018,0,その他の特殊用途化粧品,出荷その他,kg,976936.0,2022
2019,0,その他の特殊用途化粧品,出荷その他,kg,1139503.0,2023
2019,1,その他の特殊用途化粧品,出荷その他,kg,112745.0,2019
2019,2,その他の特殊用途化粧品,出荷その他,kg,143022.0,2019
2019,3,その他の特殊用途化粧品,出荷その他,kg,158297.0,2019
2019,4,その他の特殊用途化粧品,出荷その他,kg,71235.0,2019
2019,5,その他の特殊用途化粧品,出荷その他,kg,48190.0,2019
2019,6,その他の特殊用途化粧品,出荷その他,kg,56602.0,2019
2019,7,その他の特殊用途化粧品,出荷その他,kg,82101.0,2019
2019,8,その他の特殊用途化粧品,出荷その他,kg,21228.0,2019
2019,9,その他の特殊用途化粧品,出荷その他,kg,42771.0,2019
2019,10,その他の特殊用途化粧品,出荷その他,kg,61509.0,2019
2019,11,その他の特殊用途化粧品,出荷その他,kg,101724.0,2019
2019,12,その他の特殊用途化粧品,出荷その他,kg,240079.0,2019
2020,0,その他の特殊用途化粧品,出荷その他,kg,933183.0,2023
2020,1,その他の特殊用途化粧品,出荷その他,kg,115015.0,2020
2020,2,その他の特殊用途化粧品,出荷その他,kg,102631.0,2020
2020,3,その他の特殊用途化粧品,出荷その他,kg,85116.0,2020
2020,4,その他の特殊用途化粧品,出荷その他,kg,67169.0,2020
2020,5,その他の特殊用途化粧品,出荷その他,kg,50851.0,2020
2020,6,その他の特殊用途化粧品,出荷その他,kg,28779.0,2020
2020,7,その他の特殊用途化粧品,出荷その他,kg,73435.0,2020
2020,8,その他の特殊用途化粧品,出荷その他,kg,99386.0,2020
2020,9,その他の特殊用途化粧品,出荷その他,kg,70425.0,2020
2020,10,その他の特殊用途化粧品,出荷その他,kg,95623.0,2020
2020,11,その他の特殊用途化粧品,出荷その他,kg,126270.0,2020
2020,12,その他の特殊用途化粧品,出荷その他,kg,111131.0,2020
2021,0,その他の特殊用途化粧品,出荷その他,kg,638778.0,2023
2021,1,その他の特殊用途化粧品,出荷その他,kg,99584.0,2021
2021,2,その他の特殊用途化粧品,出荷その他,kg,103065.0,2021
2021,3,その他の特殊用途化粧品,出荷その他,kg,87565.0,2021
2021,4,その他の特殊用途化粧品,出荷その他,kg,42126.0,2021
2021,5,その他の特殊用途化粧品,出荷その他,kg,23997.0,2021
2021,6,その他の特殊用途化粧品,出荷その他,kg,25311.0,2021
2021,7,その他の特殊用途化粧品,出荷その他,kg,9223.0,2021
2021,8,その他の特殊用途化粧品,出荷その他,kg,20478.0,2021
2021,9,その他の特殊用途化粧品,出荷その他,kg,32552.0,2021
2021,10,その他の特殊用途化粧品,出荷その他,kg,57847.0,2021
2021,11,その他の特殊用途化粧品,出荷その他,kg,68663.0,2021
2021,12,その他の特殊用途化粧品,出荷その他,kg,108310.0,2021
2022,0,その他の特殊用途化粧品,出荷その他,kg,554595.0,2023
2022,1,その他の特殊用途化粧品,出荷その他,kg,41605.0,2022
2022,2,その他の特殊用途化粧品,出荷その他,kg,27374.0,2022
2022,3,その他の特殊用途化粧品,出荷その他,kg,80662.0,2022
2022,4,その他の特殊用途化粧品,出荷その他,kg,43770.0,2022
2022,5,その他の特殊用途化粧品,出荷その他,kg,29142.0,2022
2022,6,その他の特殊用途化粧品,出荷その他,kg,21620.0,2022
2022,7,その他の特殊用途化粧品,出荷その他,kg,13532.0,2022
2022,8,その他の特殊用途化粧品,出荷その他,kg,68054.0,2022
2022,9,その他の特殊用途化粧品,出荷その他,kg,35759.0,2022
2022,10,その他の特殊用途化粧品,出荷その他,kg,45475.0,2022
2022,11,その他の特殊用途化粧品,出荷その他,kg,57957.0,2022
2022,12,その他の特殊用途化粧品,出荷その他,kg,89645.0,2022
2023,0,その他の特殊用途化粧品,出荷その他,kg,70950.0,2023
2023,1,その他の特殊用途化粧品,出荷その他,kg,5696.0,2023
2023,2,その他の特殊用途化粧品,出荷その他,kg,2128.0,2023
2023,3,その他の特殊用途化粧品,出荷その他,kg,9903.0,2023
2023,4,その他の特殊用途化粧品,出荷その他,kg,5045.0,2023
2023,5,その他の特殊用途化粧品,出荷その他,kg,4101.0,2023
2023,6,その他の特殊用途化粧品,出荷その他,kg,3919.0,2023
2023,7,その他の特殊用途化粧品,出荷その他,kg,1689.0,2023
2023,8,その他の特殊用途化粧品,出荷その他,kg,967.0,2023
2023,9,その他の特殊用途化粧品,出荷その他,kg,8201.0,2023
2023,10,その他の特殊用途化粧品,出荷その他,kg,9468.0,2023
2023,11,その他の特殊用途化粧品,出荷その他,kg,11134.0,2023
2023,12,その他の特殊用途化粧品,出荷その他,kg,8699.0,2023
2024,1,その他の特殊用途化粧品,出荷その他,kg,6591.0,2024
2024,2,その他の特殊用途化粧品,出荷その他,kg,5463.0,2024
2024,3,その他の特殊用途化粧品,出荷その他,kg,29102.0,2024
2024,4,その他の特殊用途化粧品,出荷その他,kg,11908.0,2024
2024,5,その他の特殊用途化粧品,出荷その他,kg,9319.0,2024
2024,6,その他の特殊用途化粧品,出荷その他,kg,4271.0,2024
2024,7,その他の特殊用途化粧品,出荷その他,kg,1805.0,2024
2024,8,その他の特殊用途化粧品,出荷その他,kg,1522.0,2024
2024,9,その他の特殊用途化粧品,出荷その他,kg,3346.0,2024
2024,10,その他の特殊用途化粧品,出荷その他,kg,16281.0,2024
2024,11,その他の特殊用途化粧品,出荷その他,kg,15661.0,2024
2024,12,その他の特殊用途化粧品,出荷その他,kg,9832.0,2024
2015,0,その他の特殊用途化粧品,受入,kg,1155447.0,2019
2016,0,その他の特殊用途化粧品,受入,kg,528894.0,2020
2017,0,その他の特殊用途化粧品,受入,kg,1212475.0,2021
2018,0,その他の特殊用途化粧品,受入,kg,892894.0,2022
2019,0,その他の特殊用途化粧品,受入,kg,789182.0,2023
2019,1,その他の特殊用途化粧品,受入,kg,276702.0,2019
2019,2,その他の特殊用途化粧品,受入,kg,46369.0,2019
2019,3,その他の特殊用途化粧品,受入,kg,8495.0,2019
2019,4,その他の特殊用途化粧品,受入,kg,149878.0,2019
2019,5,その他の特殊用途化粧品,受入,kg,21524.0,2019
2019,6,その他の特殊用途化粧品,受入,kg,34490.0,2019
2019,7,その他の特殊用途化粧品,受入,kg,1312.0,2019
2019,8,その他の特殊用途化粧品,受入,kg,4779.0,2019
2019,9,その他の特殊用途化粧品,受入,kg,4640.0,2019
2019,10,その他の特殊用途化粧品,受入,kg,6349.0,2019
2019,11,その他の特殊用途化粧品,受入,kg,19933.0,2019
2019,12,その他の特殊用途化粧品,受入,kg,214711.0,2019
2020,0,その他の特殊用途化粧品,受入,kg,344266.0,2023
2020,1,その他の特殊用途化粧品,受入,kg,286604.0,2020
2020,2,その他の特殊用途化粧品,受入,kg,9618.0,2020
2020,3,その他の特殊用途化粧品,受入,kg,3273.0,2020
2020,4,その他の特殊用途化粧品,受入,kg,7822.0,2020
2020,5,その他の特殊用途化粧品,受入,kg,6307.0,2020
2020,6,その他の特殊用途化粧品,受入,kg,10820.0,2020
2020,7,その他の特殊用途化粧品,受入,kg,107155.0,2020
2020,8,その他の特殊用途化粧品,受入,kg,94623.0,2020
2020,9,その他の特殊用途化粧品,受入,kg,88782.0,2020
2020,10,その他の特殊用途化粧品,受入,kg,103324.0,2020
2020,11,その他の特殊用途化粧品,受入,kg,12892.0,2020
2020,12,その他の特殊用途化粧品,受入,kg,41216.0,2020
2021,0,その他の特殊用途化粧品,受入,kg,507114.0,2023
2021,1,その他の特殊用途化粧品,受入,kg,362732.0,2021
2021,2,その他の特殊用途化粧品,受入,kg,53205.0,2021
2021,3,その他の特殊用途化粧品,受入,kg,28897.0,2021
2021,4,その他の特殊用途化粧品,受入,kg,32871.0,2021
2021,5,その他の特殊用途化粧品,受入,kg,71579.0,2021
2021,6,その他の特殊用途化粧品,受入,kg,33572.0,2021
2021,7,その他の特殊用途化粧品,受入,kg,585.0,2021
2021,8,その他の特殊用途化粧品,受入,kg,12640.0,2021
2021,9,その他の特殊用途化粧品,受入,kg,176.0,2021
2021,10,その他の特殊用途化粧品,受入,kg,1284.0,2021
2021,11,その他の特殊用途化粧品,受入,kg,22765.0,2021
2021,12,その他の特殊用途化粧品,受入,kg,90813.0,2021
2022,0,その他の特殊用途化粧品,受入,kg,216447.0,2023
2022,1,その他の特殊用途化粧品,受入,kg,188788.0,2022
2022,2,その他の特殊用途化粧品,受入,kg,3360.0,2022
2022,3,その他の特殊用途化粧品,受入,kg,2640.0,2022
2022,4,その他の特殊用途化粧品,受入,kg,350.0,2022
2022,5,その他の特殊用途化粧品,受入,kg,4628.0,2022
2022,6,その他の特殊用途化粧品,受入,kg,448.0,2022
2022,7,その他の特殊用途化粧品,受入,kg,5768.0,2022
2022,8,その他の特殊用途化粧品,受入,kg,4205.0,2022
2022,9,その他の特殊用途化粧品,受入,kg,1058.0,2022
2022,10,その他の特殊用途化粧品,受入,kg,1304.0,2022
2022,11,その他の特殊用途化粧品,受入,kg,3773.0,2022
2022,12,その他の特殊用途化粧品,受入,kg,125.0,2022
2023,0,その他の特殊用途化粧品,受入,kg,191852.0,2023
2023,1,その他の特殊用途化粧品,受入,kg,186313.0,2023
2023,2,その他の特殊用途化粧品,受入,kg,349.0,2023
2023,3,その他の特殊用途化粧品,受入,kg,645.0,2023
2023,4,その他の特殊用途化粧品,受入,kg,497.0,2023
2023,5,その他の特殊用途化粧品,受入,kg,675.0,2023
2023,6,その他の特殊用途化粧品,受入,kg,337.0,2023
2023,7,その他の特殊用途化粧品,受入,kg,338.0,2023
2023,8,その他の特殊用途化粧品,受入,kg,288.0,2023
2023,9,その他の特殊用途化粧品,受入,kg,61.0,2023
2023,10,その他の特殊用途化粧品,受入,kg,1607.0,2023
2023,11,その他の特殊用途化粧品,受入,kg,351.0,2023
2023,12,その他の特殊用途化粧品,受入,kg,391.0,2023
2024,1,その他の特殊用途化粧品,受入,kg,568.0,2024
2024,2,その他の特殊用途化粧品,受入,kg,53.0,2024
2024,3,その他の特殊用途化粧品,受入,kg,364.0,2024
2024,4,その他の特殊用途化粧品,受入,kg,171.0,2024
2024,5,その他の特殊用途化粧品,受入,kg,97.0,2024
2024,6,その他の特殊用途化粧品,受入,kg,320.0,2024
2024,7,その他の特殊用途化粧品,受入,kg,646.0,2024
2024,8,その他の特殊用途化粧品,受入,kg,229.0,2024
2024,9,その他の特殊用途化粧品,受入,kg,363.0,2024
2024,10,その他の特殊用途化粧品,受入,kg,284.0,2024
2024,11,その他の特殊用途化粧品,受入,kg,59.0,2024
2024,12,その他の特殊用途化粧品,受入,kg,86.0,2024
2015,0,その他の特殊用途化粧品,月末在庫,kg,1704715.0,2019
2016,0,その他の特殊用途化粧品,月末在庫,kg,1578015.0,2020
2017,0,その他の特殊用途化粧品,月末在庫,kg,2559145.0,2021
2018,0,その他の特殊用途化粧品,月末在庫,kg,2398653.0,2022
2019,0,その他の特殊用途化粧品,月末在庫,kg,2517160.0,2023
2019,1,その他の特殊用途化粧品,月末在庫,kg,3330157.0,2019
2019,2,その他の特殊用途化粧品,月末在庫,kg,3346405.0,2019
2019,3,その他の特殊用途化粧品,月末在庫,kg,3066860.0,2019
2019,4,その他の特殊用途化粧品,月末在庫,kg,3154807.0,2019
2019,5,その他の特殊用途化粧品,月末在庫,kg,3000709.0,2019
2019,6,その他の特殊用途化粧品,月末在庫,kg,2908880.0,2019
2019,7,その他の特殊用途化粧品,月末在庫,kg,2531550.0,2019
2019,8,その他の特殊用途化粧品,月末在庫,kg,2144149.0,2019
2019,9,その他の特殊用途化粧品,月末在庫,kg,1898255.0,2019
2019,10,その他の特殊用途化粧品,月末在庫,kg,1822800.0,2019
2019,11,その他の特殊用途化粧品,月末在庫,kg,1997427.0,2019
2019,12,その他の特殊用途化粧品,月末在庫,kg,2517160.0,2019
2020,0,その他の特殊用途化粧品,月末在庫,kg,1608848.0,2023
2020,1,その他の特殊用途化粧品,月末在庫,kg,3425224.0,2020
2020,2,その他の特殊用途化粧品,月末在庫,kg,3326866.0,2020
2020,3,その他の特殊用途化粧品,月末在庫,kg,3020250.0,2020
2020,4,その他の特殊用途化粧品,月末在庫,kg,2996941.0,2020
2020,5,その他の特殊用途化粧品,月末在庫,kg,2824891.0,2020
2020,6,その他の特殊用途化粧品,月末在庫,kg,2258269.0,2020
2020,7,その他の特殊用途化粧品,月末在庫,kg,2077415.0,2020
2020,8,その他の特殊用途化粧品,月末在庫,kg,1868245.0,2020
2020,9,その他の特殊用途化粧品,月末在庫,kg,1647564.0,2020
2020,10,その他の特殊用途化粧品,月末在庫,kg,1731732.0,2020
2020,11,その他の特殊用途化粧品,月末在庫,kg,1786331.0,2020
2020,12,その他の特殊用途化粧品,月末在庫,kg,1950273.0,2020
2021,0,その他の特殊用途化粧品,月末在庫,kg,1365051.0,2023
2021,1,その他の特殊用途化粧品,月末在庫,kg,2580343.0,2021
2021,2,その他の特殊用途化粧品,月末在庫,kg,2317497.0,2021
2021,3,その他の特殊用途化粧品,月末在庫,kg,2060416.0,2021
2021,4,その他の特殊用途化粧品,月末在庫,kg,1944476.0,2021
2021,5,その他の特殊用途化粧品,月末在庫,kg,1944131.0,2021
2021,6,その他の特殊用途化粧品,月末在庫,kg,1637085.0,2021
2021,7,その他の特殊用途化粧品,月末在庫,kg,1427363.0,2021
2021,8,その他の特殊用途化粧品,月末在庫,kg,1345228.0,2021
2021,9,その他の特殊用途化粧品,月末在庫,kg,1223028.0,2021
2021,10,その他の特殊用途化粧品,月末在庫,kg,1132605.0,2021
2021,11,その他の特殊用途化粧品,月末在庫,kg,1143722.0,2021
2021,12,その他の特殊用途化粧品,月末在庫,kg,1466066.0,2021
2022,0,その他の特殊用途化粧品,月末在庫,kg,1318971.0,2023
2022,1,その他の特殊用途化粧品,月末在庫,kg,1649972.0,2022
2022,2,その他の特殊用途化粧品,月末在庫,kg,1432783.0,2022
2022,3,その他の特殊用途化粧品,月末在庫,kg,1280885.0,2022
2022,4,その他の特殊用途化粧品,月末在庫,kg,1145134.0,2022
2022,5,その他の特殊用途化粧品,月末在庫,kg,1131184.0,2022
2022,6,その他の特殊用途化粧品,月末在庫,kg,1046425.0,2022
2022,7,その他の特殊用途化粧品,月末在庫,kg,896882.0,2022
2022,8,その他の特殊用途化粧品,月末在庫,kg,1009252.0,2022
2022,9,その他の特殊用途化粧品,月末在庫,kg,941337.0,2022
2022,10,その他の特殊用途化粧品,月末在庫,kg,979953.0,2022
2022,11,その他の特殊用途化粧品,月末在庫,kg,1088146.0,2022
2022,12,その他の特殊用途化粧品,月末在庫,kg,1318971.0,2022
2023,0,その他の特殊用途化粧品,月末在庫,kg,1690350.0,2023
2023,1,その他の特殊用途化粧品,月末在庫,kg,1717586.0,2023
2023,2,その他の特殊用途化粧品,月末在庫,kg,1681923.0,2023
2023,3,その他の特殊用途化粧品,月末在庫,kg,1546630.0,2023
2023,4,その他の特殊用途化粧品,月末在庫,kg,1600538.0,2023
2023,5,その他の特殊用途化粧品,月末在庫,kg,1620495.0,2023
2023,6,その他の特殊用途化粧品,月末在庫,kg,1486095.0,2023
2023,7,その他の特殊用途化粧品,月末在庫,kg,1254420.0,2023
2023,8,その他の特殊用途化粧品,月末在庫,kg,1123967.0,2023
2023,9,その他の特殊用途化粧品,月末在庫,kg,976095.0,2023
2023,10,その他の特殊用途化粧品,月末在庫,kg,1102662.0,2023
2023,11,その他の特殊用途化粧品,月末在庫,kg,1443625.0,2023
2023,12,その他の特殊用途化粧品,月末在庫,kg,1690350.0,2023
2024,1,その他の特殊用途化粧品,月末在庫,kg,2199331.0,2024
2024,2,その他の特殊用途化粧品,月末在庫,kg,2236945.0,2024
2024,3,その他の特殊用途化粧品,月末在庫,kg,1909734.0,2024
2024,4,その他の特殊用途化粧品,月末在庫,kg,1848861.0,2024
2024,5,その他の特殊用途化粧品,月末在庫,kg,1864502.0,2024
2024,6,その他の特殊用途化粧品,月末在庫,kg,1961695.0,2024
2024,7,その他の特殊用途化粧品,月末在庫,kg,1757212.0,2024
2024,8,その他の特殊用途化粧品,月末在庫,kg,1538073.0,2024
2024,9,その他の特殊用途化粧品,月末在庫,kg,1465292.0,2024
2024,10,その他の特殊用途化粧品,月末在庫,kg,1618444.0,2024
2024,11,その他の特殊用途化粧品,月末在庫,kg,1774363.0,2024
2024,12,その他の特殊用途化粧品,月末在庫,kg,1814955.0,2024
2015,0,その他の特殊用途化粧品,生産,kg,10399165.0,2019
2016,0,その他の特殊用途化粧品,生産,kg,10134229.0,2020
2017,0,その他の特殊用途化粧品,生産,kg,11055666.0,2021
2018,0,その他の特殊用途化粧品,生産,kg,9296325.0,2022
2019,0,その他の特殊用途化粧品,生産,kg,9820713.0,2023
2019,1,その他の特殊用途化粧品,生産,kg,1113548.0,2019
2019,2,その他の特殊用途化粧品,生産,kg,1151249.0,2019
2019,3,その他の特殊用途化粧品,生産,kg,1058839.0,2019
2019,4,その他の特殊用途化粧品,生産,kg,1070049.0,2019
2019,5,その他の特殊用途化粧品,生産,kg,878858.0,2019
2019,6,その他の特殊用途化粧品,生産,kg,951445.0,2019
2019,7,その他の特殊用途化粧品,生産,kg,779490.0,2019
2019,8,その他の特殊用途化粧品,生産,kg,570478.0,2019
2019,9,その他の特殊用途化粧品,生産,kg,338283.0,2019
2019,10,その他の特殊用途化粧品,生産,kg,402718.0,2019
2019,11,その他の特殊用途化粧品,生産,kg,587668.0,2019
2019,12,その他の特殊用途化粧品,生産,kg,918088.0,2019
2020,0,その他の特殊用途化粧品,生産,kg,8032884.0,2023
2020,1,その他の特殊用途化粧品,生産,kg,1027679.0,2020
2020,2,その他の特殊用途化粧品,生産,kg,988416.0,2020
2020,3,その他の特殊用途化粧品,生産,kg,841197.0,2020
2020,4,その他の特殊用途化粧品,生産,kg,946412.0,2020
