year,month,item,measure,unit,value,source_table_year
2015,0,おしろい,出荷その他,kg,4176.0,2019
2016,0,おしろい,出荷その他,kg,3983.0,2020
2017,0,おしろい,出荷その他,kg,7034.0,2021
2018,0,おしろい,出荷その他,kg,7224.0,2022
2019,0,おしろい,出荷その他,kg,8267.0,2023
2019,1,おしろい,出荷その他,kg,360.0,2019
2019,2,おしろい,出荷その他,kg,464.0,2019
2019,3,おしろい,出荷その他,kg,344.0,2019
2019,4,おしろい,出荷その他,kg,789.0,2019
2019,5,おしろい,出荷その他,kg,361.0,2019
2019,6,おしろい,出荷その他,kg,712.0,2019
2019,7,おしろい,出荷その他,kg,566.0,2019
2019,8,おしろい,出荷その他,kg,1410.0,2019
2019,9,おしろい,出荷その他,kg,1583.0,2019
2019,10,おしろい,出荷その他,kg,302.0,2019
2019,11,おしろい,出荷その他,kg,899.0,2019
2019,12,おしろい,出荷その他,kg,477.0,2019
2020,0,おしろい,出荷その他,kg,9252.0,2023
2020,1,おしろい,出荷その他,kg,534.0,2020
2020,2,おしろい,出荷その他,kg,506.0,2020
2020,3,おしろい,出荷その他,kg,774.0,2020
2020,4,おしろい,出荷その他,kg,584.0,2020
2020,5,おしろい,出荷その他,kg,533.0,2020
2020,6,おしろい,出荷その他,kg,1579.0,2020
2020,7,おしろい,出荷その他,kg,483.0,2020
2020,8,おしろい,出荷その他,kg,386.0,2020
2020,9,おしろい,出荷その他,kg,527.0,2020
2020,10,おしろい,出荷その他,kg,575.0,2020
2020,11,おしろい,出荷その他,kg,1901.0,2020
2020,12,おしろい,出荷その他,kg,857.0,2020
2021,0,おしろい,出荷その他,kg,13438.0,2023
2021,1,おしろい,出荷その他,kg,363.0,2021
2021,2,おしろい,出荷その他,kg,571.0,2021
2021,3,おしろい,出荷その他,kg,1056.0,2021
2021,4,おしろい,出荷その他,kg,1276.0,2021
2021,5,おしろい,出荷その他,kg,3043.0,2021
2021,6,おしろい,出荷その他,kg,2102.0,2021
2021,7,おしろい,出荷その他,kg,947.0,2021
2021,8,おしろい,出荷その他,kg,475.0,2021
2021,9,おしろい,出荷その他,kg,1466.0,2021
2021,10,おしろい,出荷その他,kg,650.0,2021
2021,11,おしろい,出荷その他,kg,714.0,2021
2021,12,おしろい,出荷その他,kg,756.0,2021
2022,0,おしろい,出荷その他,kg,7401.0,2023
2022,1,おしろい,出荷その他,kg,569.0,2022
2022,2,おしろい,出荷その他,kg,384.0,2022
2022,3,おしろい,出荷その他,kg,856.0,2022
2022,4,おしろい,出荷その他,kg,384.0,2022
2022,5,おしろい,出荷その他,kg,980.0,2022
2022,6,おしろい,出荷その他,kg,920.0,2022
2022,7,おしろい,出荷その他,kg,460.0,2022
2022,8,おしろい,出荷その他,kg,487.0,2022
2022,9,おしろい,出荷その他,kg,645.0,2022
2022,10,おしろい,出荷その他,kg,625.0,2022
2022,11,おしろい,出荷その他,kg,659.0,2022
2022,12,おしろい,出荷その他,kg,432.0,2022
2023,0,おしろい,出荷その他,kg,7820.0,2023
2023,1,おしろい,出荷その他,kg,436.0,2023
2023,2,おしろい,出荷その他,kg,253.0,2023
2023,3,おしろい,出荷その他,kg,898.0,2023
2023,4,おしろい,出荷その他,kg,458.0,2023
2023,5,おしろい,出荷その他,kg,565.0,2023
2023,6,おしろい,出荷その他,kg,1325.0,2023
2023,7,おしろい,出荷その他,kg,436.0,2023
2023,8,おしろい,出荷その他,kg,406.0,2023
2023,9,おしろい,出荷その他,kg,537.0,2023
2023,10,おしろい,出荷その他,kg,1333.0,2023
2023,11,おしろい,出荷その他,kg,505.0,2023
2023,12,おしろい,出荷その他,kg,668.0,2023
2024,1,おしろい,出荷その他,kg,421.0,2024
2024,2,おしろい,出荷その他,kg,974.0,2024
2024,3,おしろい,出荷その他,kg,1550.0,2024
2024,4,おしろい,出荷その他,kg,955.0,2024
2024,5,おしろい,出荷その他,kg,529.0,2024
2024,6,おしろい,出荷その他,kg,330.0,2024
2024,7,おしろい,出荷その他,kg,258.0,2024
2024,8,おしろい,出荷その他,kg,171.0,2024
2024,9,おしろい,出荷その他,kg,625.0,2024
2024,10,おしろい,出荷その他,kg,387.0,2024
2024,11,おしろい,出荷その他,kg,336.0,2024
2024,12,おしろい,出荷その他,kg,338.0,2024
2015,0,おしろい,受入,kg,34367.0,2019
2016,0,おしろい,受入,kg,71051.0,2020
2017,0,おしろい,受入,kg,86581.0,2021
2018,0,おしろい,受入,kg,120083.0,2022
2019,0,おしろい,受入,kg,93388.0,2023
2019,1,おしろい,受入,kg,8126.0,2019
2019,2,おしろい,受入,kg,6626.0,2019
2019,3,おしろい,受入,kg,2900.0,2019
2019,4,おしろい,受入,kg,11165.0,2019
2019,5,おしろい,受入,kg,5168.0,2019
2019,6,おしろい,受入,kg,3499.0,2019
2019,7,おしろい,受入,kg,5083.0,2019
2019,8,おしろい,受入,kg,9935.0,2019
2019,9,おしろい,受入,kg,9464.0,2019
2019,10,おしろい,受入,kg,8824.0,2019
2019,11,おしろい,受入,kg,12995.0,2019
2019,12,おしろい,受入,kg,9603.0,2019
2020,0,おしろい,受入,kg,66759.0,2023
2020,1,おしろい,受入,kg,7209.0,2020
2020,2,おしろい,受入,kg,6991.0,2020
2020,3,おしろい,受入,kg,8165.0,2020
2020,4,おしろい,受入,kg,8313.0,2020
2020,5,おしろい,受入,kg,5851.0,2020
2020,6,おしろい,受入,kg,7991.0,2020
2020,7,おしろい,受入,kg,1752.0,2020
2020,8,おしろい,受入,kg,2882.0,2020
2020,9,おしろい,受入,kg,3519.0,2020
2020,10,おしろい,受入,kg,6665.0,2020
2020,11,おしろい,受入,kg,5585.0,2020
2020,12,おしろい,受入,kg,3093.0,2020
2021,0,おしろい,受入,kg,48318.0,2023
2021,1,おしろい,受入,kg,725.0,2021
2021,2,おしろい,受入,kg,2605.0,2021
2021,3,おしろい,受入,kg,3990.0,2021
2021,4,おしろい,受入,kg,2866.0,2021
2021,5,おしろい,受入,kg,4514.0,2021
2021,6,おしろい,受入,kg,2878.0,2021
2021,7,おしろい,受入,kg,4983.0,2021
2021,8,おしろい,受入,kg,6210.0,2021
2021,9,おしろい,受入,kg,5124.0,2021
2021,10,おしろい,受入,kg,6175.0,2021
2021,11,おしろい,受入,kg,4732.0,2021
2021,12,おしろい,受入,kg,4834.0,2021
2022,0,おしろい,受入,kg,18970.0,2023
2022,1,おしろい,受入,kg,1856.0,2022
2022,2,おしろい,受入,kg,522.0,2022
2022,3,おしろい,受入,kg,1071.0,2022
2022,4,おしろい,受入,kg,1322.0,2022
2022,5,おしろい,受入,kg,1754.0,2022
2022,6,おしろい,受入,kg,1729.0,2022
2022,7,おしろい,受入,kg,1739.0,2022
2022,8,おしろい,受入,kg,1658.0,2022
2022,9,おしろい,受入,kg,2770.0,2022
2022,10,おしろい,受入,kg,1920.0,2022
2022,11,おしろい,受入,kg,1179.0,2022
2022,12,おしろい,受入,kg,1450.0,2022
2023,0,おしろい,受入,kg,18994.0,2023
2023,1,おしろい,受入,kg,358.0,2023
2023,2,おしろい,受入,kg,1153.0,2023
2023,3,おしろい,受入,kg,2384.0,2023
2023,4,おしろい,受入,kg,1673.0,2023
2023,5,おしろい,受入,kg,1477.0,2023
2023,6,おしろい,受入,kg,1926.0,2023
2023,7,おしろい,受入,kg,967.0,2023
2023,8,おしろい,受入,kg,1265.0,2023
2023,9,おしろい,受入,kg,2171.0,2023
2023,10,おしろい,受入,kg,1971.0,2023
2023,11,おしろい,受入,kg,2545.0,2023
2023,12,おしろい,受入,kg,1104.0,2023
2024,1,おしろい,受入,kg,1432.0,2024
2024,2,おしろい,受入,kg,2114.0,2024
2024,3,おしろい,受入,kg,2779.0,2024
2024,4,おしろい,受入,kg,2529.0,2024
2024,5,おしろい,受入,kg,1149.0,2024
2024,6,おしろい,受入,kg,1668.0,2024
2024,7,おしろい,受入,kg,2055.0,2024
2024,8,おしろい,受入,kg,2663.0,2024
2024,9,おしろい,受入,kg,2390.0,2024
2024,10,おしろい,受入,kg,2489.0,2024
2024,11,おしろい,受入,kg,4419.0,2024
2024,12,おしろい,受入,kg,1554.0,2024
2015,0,おしろい,月末在庫,kg,32400.0,2019
2016,0,おしろい,月末在庫,kg,34813.0,2020
2017,0,おしろい,月末在庫,kg,49794.0,2021
2018,0,おしろい,月末在庫,kg,52413.0,2022
2019,0,おしろい,月末在庫,kg,84922.0,2023
2019,1,おしろい,月末在庫,kg,52862.0,2019
2019,2,おしろい,月末在庫,kg,55400.0,2019
2019,3,おしろい,月末在庫,kg,60447.0,2019
2019,4,おしろい,月末在庫,kg,67544.0,2019
2019,5,おしろい,月末在庫,kg,83010.0,2019
2019,6,おしろい,月末在庫,kg,77125.0,2019
2019,7,おしろい,月末在庫,kg,73288.0,2019
2019,8,おしろい,月末在庫,kg,71504.0,2019
2019,9,おしろい,月末在庫,kg,84958.0,2019
2019,10,おしろい,月末在庫,kg,92737.0,2019
2019,11,おしろい,月末在庫,kg,86440.0,2019
2019,12,おしろい,月末在庫,kg,84922.0,2019
2020,0,おしろい,月末在庫,kg,55078.0,2023
2020,1,おしろい,月末在庫,kg,89122.0,2020
2020,2,おしろい,月末在庫,kg,92952.0,2020
2020,3,おしろい,月末在庫,kg,113433.0,2020
2020,4,おしろい,月末在庫,kg,112684.0,2020
2020,5,おしろい,月末在庫,kg,96765.0,2020
2020,6,おしろい,月末在庫,kg,77991.0,2020
2020,7,おしろい,月末在庫,kg,69941.0,2020
2020,8,おしろい,月末在庫,kg,59347.0,2020
2020,9,おしろい,月末在庫,kg,76319.0,2020
2020,10,おしろい,月末在庫,kg,76698.0,2020
2020,11,おしろい,月末在庫,kg,52037.0,2020
2020,12,おしろい,月末在庫,kg,54595.0,2020
2021,0,おしろい,月末在庫,kg,60986.0,2023
2021,1,おしろい,月末在庫,kg,64381.0,2021
2021,2,おしろい,月末在庫,kg,83010.0,2021
2021,3,おしろい,月末在庫,kg,100163.0,2021
2021,4,おしろい,月末在庫,kg,71499.0,2021
2021,5,おしろい,月末在庫,kg,76826.0,2021
2021,6,おしろい,月末在庫,kg,100286.0,2021
2021,7,おしろい,月末在庫,kg,107563.0,2021
2021,8,おしろい,月末在庫,kg,97059.0,2021
2021,9,おしろい,月末在庫,kg,90551.0,2021
2021,10,おしろい,月末在庫,kg,89676.0,2021
2021,11,おしろい,月末在庫,kg,70669.0,2021
2021,12,おしろい,月末在庫,kg,60635.0,2021
2022,0,おしろい,月末在庫,kg,44908.0,2023
2022,1,おしろい,月末在庫,kg,57031.0,2022
2022,2,おしろい,月末在庫,kg,60953.0,2022
2022,3,おしろい,月末在庫,kg,73504.0,2022
2022,4,おしろい,月末在庫,kg,53353.0,2022
2022,5,おしろい,月末在庫,kg,53333.0,2022
2022,6,おしろい,月末在庫,kg,56879.0,2022
2022,7,おしろい,月末在庫,kg,74049.0,2022
2022,8,おしろい,月末在庫,kg,58386.0,2022
2022,9,おしろい,月末在庫,kg,61925.0,2022
2022,10,おしろい,月末在庫,kg,73677.0,2022
2022,11,おしろい,月末在庫,kg,47227.0,2022
2022,12,おしろい,月末在庫,kg,44908.0,2022
2023,0,おしろい,月末在庫,kg,115483.0,2023
2023,1,おしろい,月末在庫,kg,54226.0,2023
2023,2,おしろい,月末在庫,kg,58419.0,2023
2023,3,おしろい,月末在庫,kg,70595.0,2023
2023,4,おしろい,月末在庫,kg,79533.0,2023
2023,5,おしろい,月末在庫,kg,92447.0,2023
2023,6,おしろい,月末在庫,kg,95459.0,2023
2023,7,おしろい,月末在庫,kg,102504.0,2023
2023,8,おしろい,月末在庫,kg,125413.0,2023
2023,9,おしろい,月末在庫,kg,104723.0,2023
2023,10,おしろい,月末在庫,kg,119133.0,2023
2023,11,おしろい,月末在庫,kg,93459.0,2023
2023,12,おしろい,月末在庫,kg,115483.0,2023
2024,1,おしろい,月末在庫,kg,178327.0,2024
2024,2,おしろい,月末在庫,kg,144987.0,2024
2024,3,おしろい,月末在庫,kg,169038.0,2024
2024,4,おしろい,月末在庫,kg,182247.0,2024
2024,5,おしろい,月末在庫,kg,188044.0,2024
2024,6,おしろい,月末在庫,kg,172622.0,2024
2024,7,おしろい,月末在庫,kg,180899.0,2024
2024,8,おしろい,月末在庫,kg,200212.0,2024
2024,9,おしろい,月末在庫,kg,187710.0,2024
2024,10,おしろい,月末在庫,kg,197683.0,2024
2024,11,おしろい,月末在庫,kg,199355.0,2024
2024,12,おしろい,月末在庫,kg,213913.0,2024
2015,0,おしろい,生産,kg,216262.0,2019
2016,0,おしろい,生産,kg,230602.0,2020
2017,0,おしろい,生産,kg,280266.0,2021
2018,0,おしろい,生産,kg,255512.0,2022
2019,0,おしろい,生産,kg,384237.0,2023
2019,1,おしろい,生産,kg,17159.0,2019
2019,2,おしろい,生産,kg,20412.0,2019
2019,3,おしろい,生産,kg,23951.0,2019
2019,4,おしろい,生産,kg,29236.0,2019
2019,5,おしろい,生産,kg,44500.0,2019
2019,6,おしろい,生産,kg,44134.0,2019
2019,7,おしろい,生産,kg,34355.0,2019
2019,8,おしろい,生産,kg,33954.0,2019
2019,9,おしろい,生産,kg,44346.0,2019
2019,10,おしろい,生産,kg,31193.0,2019
2019,11,おしろい,生産,kg,35106.0,2019
2019,12,おしろい,生産,kg,25891.0,2019
2020,0,おしろい,生産,kg,327017.0,2023
2020,1,おしろい,生産,kg,24075.0,2020
2020,2,おしろい,生産,kg,24997.0,2020
2020,3,おしろい,生産,kg,42133.0,2020
2020,4,おしろい,生産,kg,25950.0,2020
2020,5,おしろい,生産,kg,37898.0,2020
2020,6,おしろい,生産,kg,20101.0,2020
2020,7,おしろい,生産,kg,25808.0,2020
2020,8,おしろい,生産,kg,23550.0,2020
2020,9,おしろい,生産,kg,31985.0,2020
2020,10,おしろい,生産,kg,22275.0,2020
2020,11,おしろい,生産,kg,15523.0,2020
2020,12,おしろい,生産,kg,30273.0,2020
2021,0,おしろい,生産,kg,414351.0,2023
2021,1,おしろい,生産,kg,35062.0,2021
2021,2,おしろい,生産,kg,41753.0,2021
2021,3,おしろい,生産,kg,59607.0,2021
2021,4,おしろい,生産,kg,41494.0,2021
2021,5,おしろい,生産,kg,33229.0,2021
2021,6,おしろい,生産,kg,48341.0,2021
2021,7,おしろい,生産,kg,36599.0,2021
2021,8,おしろい,生産,kg,25345.0,2021
2021,9,おしろい,生産,kg,20671.0,2021
2021,10,おしろい,生産,kg,24717.0,2021
2021,11,おしろい,生産,kg,21320.0,2021
2021,12,おしろい,生産,kg,22755.0,2021
2022,0,おしろい,生産,kg,487090.0,2023
2022,1,おしろい,生産,kg,22234.0,2022
2022,2,おしろい,生産,kg,35904.0,2022
2022,3,おしろい,生産,kg,55410.0,2022
2022,4,おしろい,生産,kg,36658.0,2022
2022,5,おしろい,生産,kg,39384.0,2022
2022,6,おしろい,生産,kg,50091.0,2022
2022,7,おしろい,生産,kg,63512.0,2022
2022,8,おしろい,生産,kg,37105.0,2022
2022,9,おしろい,生産,kg,39689.0,2022
2022,10,おしろい,生産,kg,45397.0,2022
2022,11,おしろい,生産,kg,34799.0,2022
2022,12,おしろい,生産,kg,26907.0,2022
2023,0,おしろい,生産,kg,630660.0,2023
2023,1,おしろい,生産,kg,31142.0,2023
2023,2,おしろい,生産,kg,32874.0,2023
2023,3,おしろい,生産,kg,47373.0,2023
2023,4,おしろい,生産,kg,46506.0,2023
2023,5,おしろい,生産,kg,39781.0,2023
2023,6,おしろい,生産,kg,64955.0,2023
2023,7,おしろい,生産,kg,63813.0,2023
2023,8,おしろい,生産,kg,77010.0,2023
2023,9,おしろい,生産,kg,63516.0,2023
2023,10,おしろい,生産,kg,65881.0,2023
2023,11,おしろい,生産,kg,31585.0,2023
2023,12,おしろい,生産,kg,66224.0,2023
2024,1,おしろい,生産,kg,92094.0,2024
2024,2,おしろい,生産,kg,43841.0,2024
2024,3,おしろい,生産,kg,58632.0,2024
2024,4,おしろい,生産,kg,68503.0,2024
2024,5,おしろい,生産,kg,77837.0,2024
2024,6,おしろい,生産,kg,76276.0,2024
2024,7,おしろい,生産,kg,69976.0,2024
2024,8,おしろい,生産,kg,75192.0,2024
2024,9,おしろい,生産,kg,68046.0,2024
2024,10,おしろい,生産,kg,63041.0,2024
2024,11,おしろい,生産,kg,87268.0,2024
2024,12,おしろい,生産,kg,69005.0,2024
2015,0,おしろい,販売個数,十個,1777183.0,2019
2016,0,おしろい,販売個数,十個,1982045.0,2020
2017,0,おしろい,販売個数,十個,2182483.0,2021
2018,0,おしろい,販売個数,十個,2357125.0,2022
2019,0,おしろい,販売個数,十個,2513597.0,2023
2019,1,おしろい,販売個数,十個,172412.0,2019
2019,2,おしろい,販売個数,十個,181242.0,2019
2019,3,おしろい,販売個数,十個,185938.0,2019
2019,4,おしろい,販売個数,十個,202547.0,2019
2019,5,おしろい,販売個数,十個,208271.0,2019
2019,6,おしろい,販売個数,十個,215354.0,2019
2019,7,おしろい,販売個数,十個,216757.0,2019
2019,8,おしろい,販売個数,十個,228115.0,2019
2019,9,おしろい,販売個数,十個,225936.0,2019
2019,10,おしろい,販売個数,十個,199728.0,2019
2019,11,おしろい,販売個数,十個,269288.0,2019
2019,12,おしろい,販売個数,十個,208009.0,2019
2020,0,おしろい,販売個数,十個,2002542.0,2023
2020,1,おしろい,販売個数,十個,153629.0,2020
2020,2,おしろい,販売個数,十個,162452.0,2020
2020,3,おしろい,販売個数,十個,139796.0,2020
2020,4,おしろい,販売個数,十個,182799.0,2020
2020,5,おしろい,販売個数,十個,176733.0,2020
2020,6,おしろい,販売個数,十個,175953.0,2020
2020,7,おしろい,販売個数,十個,141543.0,2020
2020,8,おしろい,販売個数,十個,175243.0,2020
2020,9,おしろい,販売個数,十個,181094.0,2020
2020,10,おしろい,販売個数,十個,170670.0,2020
2020,11,おしろい,販売個数,十個,180153.0,2020
2020,12,おしろい,販売個数,十個,146630.0,2020
2021,0,おしろい,販売個数,十個,1975972.0,2023
2021,1,おしろい,販売個数,十個,118068.0,2021
2021,2,おしろい,販売個数,十個,126278.0,2021
2021,3,おしろい,販売個数,十個,171940.0,2021
2021,4,おしろい,販売個数,十個,201471.0,2021
2021,5,おしろい,販売個数,十個,132317.0,2021
2021,6,おしろい,販売個数,十個,140762.0,2021
2021,7,おしろい,販売個数,十個,180357.0,2021
2021,8,おしろい,販売個数,十個,165385.0,2021
2021,9,おしろい,販売個数,十個,167123.0,2021
2021,10,おしろい,販売個数,十個,179453.0,2021
2021,11,おしろい,販売個数,十個,199883.0,2021
2021,12,おしろい,販売個数,十個,170572.0,2021
2022,0,おしろい,販売個数,十個,2278847.0,2023
2022,1,おしろい,販売個数,十個,135948.0,2022
2022,2,おしろい,販売個数,十個,166916.0,2022
2022,3,おしろい,販売個数,十個,192091.0,2022
2022,4,おしろい,販売個数,十個,221482.0,2022
2022,5,おしろい,販売個数,十個,179677.0,2022
2022,6,おしろい,販売個数,十個,184688.0,2022
2022,7,おしろい,販売個数,十個,211562.0,2022
2022,8,おしろい,販売個数,十個,207398.0,2022
2022,9,おしろい,販売個数,十個,186801.0,2022
2022,10,おしろい,販売個数,十個,166995.0,2022
2022,11,おしろい,販売個数,十個,254674.0,2022
2022,12,おしろい,販売個数,十個,170615.0,2022
2023,0,おしろい,販売個数,十個,2608605.0,2023
2023,1,おしろい,販売個数,十個,125629.0,2023
2023,2,おしろい,販売個数,十個,175905.0,2023
2023,3,おしろい,販売個数,十個,212733.0,2023
2023,4,おしろい,販売個数,十個,259698.0,2023
2023,5,おしろい,販売個数,十個,176340.0,2023
2023,6,おしろい,販売個数,十個,271597.0,2023
2023,7,おしろい,販売個数,十個,224975.0,2023
2023,8,おしろい,販売個数,十個,222611.0,2023
2023,9,おしろい,販売個数,十個,270824.0,2023
2023,10,おしろい,販売個数,十個,218919.0,2023
2023,11,おしろい,販売個数,十個,236286.0,2023
2023,12,おしろい,販売個数,十個,213088.0,2023
2024,1,おしろい,販売個数,十個,186871.0,2024
2024,2,おしろい,販売個数,十個,289171.0,2024
2024,3,おしろい,販売個数,十個,200394.0,2024
2024,4,おしろい,販売個数,十個,261428.0,2024
2024,5,おしろい,販売個数,十個,259576.0,2024
2024,6,おしろい,販売個数,十個,365492.0,2024
2024,7,おしろい,販売個数,十個,264935.0,2024
2024,8,おしろい,販売個数,十個,258777.0,2024
2024,9,おしろい,販売個数,十個,309010.0,2024
2024,10,おしろい,販売個数,十個,269787.0,2024
2024,11,おしろい,販売個数,十個,308612.0,2024
2024,12,おしろい,販売個数,十個,253569.0,2024
2015,0,おしろい,販売数量,kg,249634.0,2019
2016,0,おしろい,販売数量,kg,291442.0,2020
2017,0,おしろい,販売数量,kg,339789.0,2021
2018,0,おしろい,販売数量,kg,361744.0,2022
2019,0,おしろい,販売数量,kg,429263.0,2023
2019,1,おしろい,販売数量,kg,23693.0,2019
2019,2,おしろい,販売数量,kg,22855.0,2019
2019,3,おしろい,販売数量,kg,23094.0,2019
2019,4,おしろい,販売数量,kg,31746.0,2019
2019,5,おしろい,販売数量,kg,33741.0,2019
2019,6,おしろい,販売数量,kg,52258.0,2019
2019,7,おしろい,販売数量,kg,42071.0,2019
2019,8,おしろい,販売数量,kg,43769.0,2019
2019,9,おしろい,販売数量,kg,37890.0,2019
2019,10,おしろい,販売数量,kg,30602.0,2019
2019,11,おしろい,販売数量,kg,52503.0,2019
2019,12,おしろい,販売数量,kg,35041.0,2019
2020,0,おしろい,販売数量,kg,426694.0,2023
2020,1,おしろい,販売数量,kg,25800.0,2020
2020,2,おしろい,販売数量,kg,27377.0,2020
2020,3,おしろい,販売数量,kg,28062.0,2020
2020,4,おしろい,販売数量,kg,34170.0,2020
2020,5,おしろい,販売数量,kg,58034.0,2020
2020,6,おしろい,販売数量,kg,47624.0,2020
2020,7,おしろい,販売数量,kg,35172.0,2020
2020,8,おしろい,販売数量,kg,36418.0,2020
2020,9,おしろい,販売数量,kg,30587.0,2020
2020,10,おしろい,販売数量,kg,29704.0,2020
2020,11,おしろい,販売数量,kg,42474.0,2020
2020,12,おしろい,販売数量,kg,29640.0,2020
2021,0,おしろい,販売数量,kg,439813.0,2023
2021,1,おしろい,販売数量,kg,25326.0,2021
2021,2,おしろい,販売数量,kg,24936.0,2021
2021,3,おしろい,販売数量,kg,44053.0,2021
2021,4,おしろい,販売数量,kg,71642.0,2021
2021,5,おしろい,販売数量,kg,29247.0,2021
2021,6,おしろい,販売数量,kg,26562.0,2021
2021,7,おしろい,販売数量,kg,32990.0,2021
2021,8,おしろい,販売数量,kg,41258.0,2021
2021,9,おしろい,販売数量,kg,29985.0,2021
2021,10,おしろい,販売数量,kg,31011.0,2021
2021,11,おしろい,販売数量,kg,43936.0,2021
2021,12,おしろい,販売数量,kg,36615.0,2021
2022,0,おしろい,販売数量,kg,513507.0,2023
2022,1,おしろい,販売数量,kg,27250.0,2022
2022,2,おしろい,販売数量,kg,31948.0,2022
2022,3,おしろい,販売数量,kg,42584.0,2022
2022,4,おしろい,販売数量,kg,57702.0,2022
2022,5,おしろい,販売数量,kg,40095.0,2022
2022,6,おしろい,販売数量,kg,47219.0,2022
2022,7,おしろい,販売数量,kg,47713.0,2022
2022,8,おしろい,販売数量,kg,53988.0,2022
2022,9,おしろい,販売数量,kg,38239.0,2022
2022,10,おしろい,販売数量,kg,34939.0,2022
2022,11,おしろい,販売数量,kg,61723.0,2022
2022,12,おしろい,販売数量,kg,30107.0,2022
2023,0,おしろい,販売数量,kg,567637.0,2023
2023,1,おしろい,販売数量,kg,21547.0,2023
2023,2,おしろい,販売数量,kg,29499.0,2023
2023,3,おしろい,販売数量,kg,36460.0,2023
2023,4,おしろい,販売数量,kg,38665.0,2023
2023,5,おしろい,販売数量,kg,26542.0,2023
2023,6,おしろい,販売数量,kg,62262.0,2023
2023,7,おしろい,販売数量,kg,56788.0,2023
2023,8,おしろい,販売数量,kg,54741.0,2023
2023,9,おしろい,販売数量,kg,85698.0,2023
2023,10,おしろい,販売数量,kg,52029.0,2023
2023,11,おしろい,販売数量,kg,59139.0,2023
2023,12,おしろい,販売数量,kg,44267.0,2023
2024,1,おしろい,販売数量,kg,31136.0,2024
2024,2,おしろい,販売数量,kg,78568.0,2024
2024,3,おしろい,販売数量,kg,35872.0,2024
2024,4,おしろい,販売数量,kg,57109.0,2024
2024,5,おしろい,販売数量,kg,72576.0,2024
2024,6,おしろい,販売数量,kg,92936.0,2024
2024,7,おしろい,販売数量,kg,63361.0,2024
2024,8,おしろい,販売数量,kg,58469.0,2024
2024,9,おしろい,販売数量,kg,82029.0,2024
2024,10,おしろい,販売数量,kg,54904.0,2024
2024,11,おしろい,販売数量,kg,89463.0,2024
2024,12,おしろい,販売数量,kg,53956.0,2024
2015,0,おしろい,販売金額,千円,24615267.0,2019
2016,0,おしろい,販売金額,千円,26676812.0,2020
2017,0,おしろい,販売金額,千円,32059857.0,2021
2018,0,おしろい,販売金額,千円,32970180.0,2022
2019,0,おしろい,販売金額,千円,37843679.0,2023
2019,1,おしろい,販売金額,千円,2029229.0,2019
2019,2,おしろい,販売金額,千円,2203771.0,2019
2019,3,おしろい,販売金額,千円,2640333.0,2019
2019,4,おしろい,販売金額,千円,2777293.0,2019
2019,5,おしろい,販売金額,千円,3234611.0,2019
2019,6,おしろい,販売金額,千円,2823517.0,2019
2019,7,おしろい,販売金額,千円,2813623.0,2019
2019,8,おしろい,販売金額,千円,2744391.0,2019
2019,9,おしろい,販売金額,千円,3073225.0,2019
2019,10,おしろい,販売金額,千円,2346916.0,2019
2019,11,おしろい,販売金額,千円,7603785.0,2019
2019,12,おしろい,販売金額,千円,3552985.0,2019
2020,0,おしろい,販売金額,千円,28879262.0,2023
2020,1,おしろい,販売金額,千円,1893529.0,2020
2020,2,おしろい,販売金額,千円,1859362.0,2020
2020,3,おしろい,販売金額,千円,1668751.0,2020
2020,4,おしろい,販売金額,千円,1759849.0,2020
2020,5,おしろい,販売金額,千円,1974285.0,2020
2020,6,おしろい,販売金額,千円,2115802.0,2020
2020,7,おしろい,販売金額,千円,1864834.0,2020
2020,8,おしろい,販売金額,千円,2072736.0,2020
2020,9,おしろい,販売金額,千円,1999046.0,2020
2020,10,おしろい,販売金額,千円,2345152.0,2020
2020,11,おしろい,販売金額,千円,6033320.0,2020
2020,12,おしろい,販売金額,千円,3017563.0,2020
2021,0,おしろい,販売金額,千円,30163476.0,2023
2021,1,おしろい,販売金額,千円,1487138.0,2021
2021,2,おしろい,販売金額,千円,1628574.0,2021
2021,3,おしろい,販売金額,千円,2055016.0,2021
2021,4,おしろい,販売金額,千円,2133972.0,2021
2021,5,おしろい,販売金額,千円,1747591.0,2021
2021,6,おしろい,販売金額,千円,2570533.0,2021
2021,7,おしろい,販売金額,千円,2377322.0,2021
2021,8,おしろい,販売金額,千円,2017557.0,2021
2021,9,おしろい,販売金額,千円,2611635.0,2021
2021,10,おしろい,販売金額,千円,2625095.0,2021
2021,11,おしろい,販売金額,千円,5810984.0,2021
2021,12,おしろい,販売金額,千円,2704753.0,2021
2022,0,おしろい,販売金額,千円,34828149.0,2023
2022,1,おしろい,販売金額,千円,1912608.0,2022
2022,2,おしろい,販売金額,千円,2155834.0,2022
2022,3,おしろい,販売金額,千円,2677793.0,2022
2022,4,おしろい,販売金額,千円,2818580.0,2022
2022,5,おしろい,販売金額,千円,2543882.0,2022
2022,6,おしろい,販売金額,千円,2687247.0,2022
2022,7,おしろい,販売金額,千円,2686455.0,2022
2022,8,おしろい,販売金額,千円,2726789.0,2022
2022,9,おしろい,販売金額,千円,2937300.0,2022
2022,10,おしろい,販売金額,千円,2381759.0,2022
2022,11,おしろい,販売金額,千円,6242675.0,2022
2022,12,おしろい,販売金額,千円,3057227.0,2022
2023,0,おしろい,販売金額,千円,40308367.0,2023
