release_id,company_id,issuer,issuer_group,role,origin,panel,published,month,category,category_group,ingredients,brand,tier,is_quasi_drug,is_renewal,is_edition,url
000000004.000108700,108700,株式会社APRJP,株式会社APRJP,brand_owner,KR,core,2023-06-19,2023-06,serum,skincare,,medicube,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000004.000108700.html
000000075.000081704,81704,株式会社ファイントゥデイ,ファイントゥデイ株式会社,brand_owner,JP,core,2023-06-19,2023-06,,none,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000075.000081704.html
000000095.000031376,31376,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-06-20,2023-06,,none,,イニスフリー,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000095.000031376.html
000000297.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-06-20,2023-06,,none,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000297.000000263.html
000000298.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-06-20,2023-06,nail,makeup,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000298.000000263.html
000000538.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-06-21,2023-06,,none,,ORBIS,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000538.000002061.html
000000541.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-06-21,2023-06,sunscreen|powder,skincare,,,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000541.000002061.html
000000545.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-06-21,2023-06,cleansing|hair,skincare,,ORBIS,ミドル,0,0,1,https://prtimes.jp/main/html/rd/p/000000545.000002061.html
000000153.000019685,19685,株式会社 井田ラボラトリーズ,株式会社井田ラボラトリーズ,brand_owner,JP,core,2023-06-22,2023-06,eye_makeup|lash_brow|nail,makeup,,CANMAKE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000153.000019685.html
000000054.000076505,76505,株式会社韓国高麗人蔘社,株式会社韓国高麗人蔘社,importer,KR,core,2023-06-23,2023-06,serum,skincare,,,,0,0,0,https://prtimes.jp/main/html/rd/p/000000054.000076505.html
000000066.000042040,42040,株式会社セザンヌ化粧品,セザンヌ化粧品株式会社,brand_owner,JP,core,2023-06-23,2023-06,eye_makeup|lash_brow,makeup,,CEZANNE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000066.000042040.html
000000075.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-06-26,2023-06,lipstick,makeup,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000075.000044623.html
000000065.000024471,24471,日本ロレアル株式会社　タカミ事業部,日本ロレアル株式会社,brand_owner,global,core,2023-06-27,2023-06,,none,,タカミ,ミドル,0,0,1,https://prtimes.jp/main/html/rd/p/000000065.000024471.html
000000076.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-06-27,2023-06,,none,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000076.000044623.html
000000083.000086691,86691,ユニリーバ・ジャパン・カスタマーマーケティング株式会社,ユニリーバ・ジャパン株式会社,brand_owner,global,core,2023-06-28,2023-06,serum,skincare,,Dove,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000083.000086691.html
000000027.000096821,96821,VT COSMETICS,VT COSMETICS,brand_owner,KR,core,2023-06-29,2023-06,,none,ツボクサエキス,VT,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000027.000096821.html
000000087.000006944,6944,ニベア花王株式会社,ニベア花王株式会社,brand_owner,global,core,2023-06-29,2023-06,cream|toner_lotion,skincare,,NIVEA,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000087.000006944.html
000000119.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-06-29,2023-06,powder,makeup,,,mixed,0,0,0,https://prtimes.jp/main/html/rd/p/000000119.000072864.html
000000057.000056098,56098,株式会社クリオ,株式会社クリオ,brand_owner,KR,core,2023-06-30,2023-06,,none,,peripera,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000057.000056098.html
000000299.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-07-03,2023-07,serum,skincare,,,プチプラ,0,0,1,https://prtimes.jp/main/html/rd/p/000000299.000000263.html
000000462.000001572,1572,株式会社石澤研究所,株式会社石澤研究所,brand_owner,JP,core,2023-07-03,2023-07,mask,skincare,,,プチプラ,1,0,0,https://prtimes.jp/main/html/rd/p/000000462.000001572.html
000000120.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-07-06,2023-07,powder,makeup,,,mixed,0,0,0,https://prtimes.jp/main/html/rd/p/000000120.000072864.html
000000012.000090124,90124,ELCジャパン合同会社,ELCジャパン合同会社,brand_owner,global,core,2023-07-07,2023-07,,none,,ジョー マローン ロンドン,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000012.000090124.html
000000067.000042040,42040,株式会社セザンヌ化粧品,セザンヌ化粧品株式会社,brand_owner,JP,core,2023-07-07,2023-07,eye_makeup|lash_brow|powder,makeup,,CEZANNE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000067.000042040.html
000000010.000105692,105692,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-07-12,2023-07,,none,,ラネージュ,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000010.000105692.html
000000013.000090124,90124,ELCジャパン合同会社,ELCジャパン合同会社,brand_owner,global,core,2023-07-12,2023-07,,none,,ジョー マローン ロンドン,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000013.000090124.html
000000463.000001572,1572,株式会社石澤研究所,株式会社石澤研究所,brand_owner,JP,core,2023-07-12,2023-07,serum,skincare,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000463.000001572.html
000000077.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-07-14,2023-07,,none,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000077.000044623.html
000000304.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-07-14,2023-07,,none,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000304.000000263.html
000000395.000028974,28974,株式会社桃谷順天館,株式会社桃谷順天館,brand_owner,JP,present_forward,2023-07-14,2023-07,foundation,makeup,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000395.000028974.html
000000052.000064854,64854,P&Gプレステージ合同会社,P&Gプレステージ合同会社,brand_owner,global,core,2023-07-18,2023-07,,none,,SK-II,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000052.000064854.html
000000301.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-07-18,2023-07,lash_brow|powder,makeup,,,プチプラ,0,0,1,https://prtimes.jp/main/html/rd/p/000000301.000000263.html
000000302.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-07-18,2023-07,eye_makeup,makeup,,,プチプラ,0,0,1,https://prtimes.jp/main/html/rd/p/000000302.000000263.html
000000011.000105692,105692,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-07-19,2023-07,lipstick,makeup,,ラネージュ,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000011.000105692.html
000000058.000056098,56098,株式会社クリオ,株式会社クリオ,brand_owner,KR,core,2023-07-19,2023-07,eye_makeup|lipstick,makeup,,CLIO,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000058.000056098.html
000000124.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-07-20,2023-07,serum,skincare,,ソフィーナiP|SOFINA,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000124.000072864.html
000000090.000086691,86691,ユニリーバ・ジャパン・カスタマーマーケティング株式会社,ユニリーバ・ジャパン株式会社,brand_owner,global,core,2023-07-24,2023-07,,none,,LUX,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000090.000086691.html
000000155.000019685,19685,株式会社 井田ラボラトリーズ,株式会社井田ラボラトリーズ,brand_owner,JP,core,2023-07-24,2023-07,blush|nail,makeup,,CANMAKE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000155.000019685.html
000000029.000096821,96821,VT COSMETICS,VT COSMETICS,brand_owner,KR,core,2023-07-25,2023-07,,none,ツボクサエキス,VT,プチプラ,0,0,1,https://prtimes.jp/main/html/rd/p/000000029.000096821.html
000000396.000028974,28974,株式会社桃谷順天館,株式会社桃谷順天館,brand_owner,JP,present_forward,2023-07-26,2023-07,cleansing,skincare,,,プチプラ,0,0,1,https://prtimes.jp/main/html/rd/p/000000396.000028974.html
000000056.000076505,76505,株式会社韓国高麗人蔘社,株式会社韓国高麗人蔘社,importer,KR,core,2023-07-27,2023-07,lash_brow,makeup,,rom&nd,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000056.000076505.html
000000006.000119328,119328,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-07-28,2023-07,,none,,,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000006.000119328.html
000000054.000064854,64854,P&Gプレステージ合同会社,P&Gプレステージ合同会社,brand_owner,global,core,2023-07-28,2023-07,,none,,SK-II,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000054.000064854.html
000000005.000121730,121730,ＪＮＴＬコンシューマーヘルス株式会社,ケンビュー・ジャパン合同会社,brand_owner,global,core,2023-08-01,2023-08,body,other,ツボクサエキス,Neutrogena,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000005.000121730.html
000000243.000021350,21350,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-08-01,2023-08,lipstick,makeup,,エチュード,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000243.000021350.html
000000305.000030413,30413,株式会社ディーエイチシー,株式会社ディーエイチシー,brand_owner,JP,core,2023-08-01,2023-08,lipstick,makeup,,DHC,プチプラ/ミドル,1,0,0,https://prtimes.jp/main/html/rd/p/000000305.000030413.html
000000080.000081704,81704,株式会社ファイントゥデイ,ファイントゥデイ株式会社,brand_owner,JP,core,2023-08-02,2023-08,,none,,TSUBAKI,プチプラ,0,0,1,https://prtimes.jp/main/html/rd/p/000000080.000081704.html
000000091.000086691,86691,ユニリーバ・ジャパン・カスタマーマーケティング株式会社,ユニリーバ・ジャパン株式会社,brand_owner,global,core,2023-08-03,2023-08,toner_lotion,skincare,ヒアルロン酸Na,,プチプラ,1,0,0,https://prtimes.jp/main/html/rd/p/000000091.000086691.html
000000305.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-08-04,2023-08,base_makeup|powder|serum,makeup,,,プチプラ,0,1,0,https://prtimes.jp/main/html/rd/p/000000305.000000263.html
000000001.000127171,127171,株式会社Goodai Global Japan,株式会社Goodai Global Japan,importer,KR,core,2023-08-07,2023-08,serum|cream,skincare,,TIRTIR,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000001.000127171.html
000000080.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-08-07,2023-08,,none,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000080.000044623.html
000000306.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-08-07,2023-08,eye_makeup,makeup,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000306.000000263.html
000000307.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-08-07,2023-08,,none,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000307.000000263.html
000000465.000001572,1572,株式会社石澤研究所,株式会社石澤研究所,brand_owner,JP,core,2023-08-07,2023-08,face_wash,skincare,,毛穴撫子,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000465.000001572.html
000000088.000006944,6944,ニベア花王株式会社,ニベア花王株式会社,brand_owner,global,core,2023-08-08,2023-08,toner_lotion|body,skincare,,,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000088.000006944.html
000000555.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-08-08,2023-08,,none,,ORBIS,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000555.000002061.html
000000079.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-08-09,2023-08,foundation,makeup,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000079.000044623.html
000000030.000096821,96821,VT COSMETICS,VT COSMETICS,brand_owner,KR,core,2023-08-10,2023-08,,none,ツボクサエキス,VT,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000030.000096821.html
000000068.000042040,42040,株式会社セザンヌ化粧品,セザンヌ化粧品株式会社,brand_owner,JP,core,2023-08-10,2023-08,lash_brow,makeup,,CEZANNE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000068.000042040.html
000000089.000006944,6944,ニベア花王株式会社,ニベア花王株式会社,brand_owner,global,core,2023-08-17,2023-08,cream,skincare,,NIVEA,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000089.000006944.html
000000552.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-08-17,2023-08,,none,,ORBIS,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000552.000002061.html
000000093.000086691,86691,ユニリーバ・ジャパン・カスタマーマーケティング株式会社,ユニリーバ・ジャパン株式会社,brand_owner,global,core,2023-08-18,2023-08,hair,other,,LUX,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000093.000086691.html
000000128.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-08-18,2023-08,foundation|serum,makeup,,,mixed,0,0,0,https://prtimes.jp/main/html/rd/p/000000128.000072864.html
000000056.000064854,64854,P&Gプレステージ合同会社,P&Gプレステージ合同会社,brand_owner,global,core,2023-08-21,2023-08,cream,skincare,,,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000056.000064854.html
000000472.000001572,1572,株式会社石澤研究所,株式会社石澤研究所,brand_owner,JP,core,2023-08-21,2023-08,body,other,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000472.000001572.html
000000475.000001572,1572,株式会社石澤研究所,株式会社石澤研究所,brand_owner,JP,core,2023-08-21,2023-08,mask,skincare,,毛穴撫子,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000475.000001572.html
000000561.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-08-21,2023-08,,none,,ORBIS,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000561.000002061.html
000000310.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-08-22,2023-08,all_in_one|serum|base_makeup,skincare,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000310.000000263.html
000000058.000076505,76505,株式会社韓国高麗人蔘社,株式会社韓国高麗人蔘社,importer,KR,core,2023-08-23,2023-08,hair,other,,,,0,0,0,https://prtimes.jp/main/html/rd/p/000000058.000076505.html
000000156.000019685,19685,株式会社 井田ラボラトリーズ,株式会社井田ラボラトリーズ,brand_owner,JP,core,2023-08-23,2023-08,eye_makeup|lash_brow|powder,makeup,,CANMAKE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000156.000019685.html
000000157.000019685,19685,株式会社 井田ラボラトリーズ,株式会社井田ラボラトリーズ,brand_owner,JP,core,2023-08-23,2023-08,fragrance,other,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000157.000019685.html
000000014.000090124,90124,ELCジャパン合同会社,ELCジャパン合同会社,brand_owner,global,core,2023-08-25,2023-08,fragrance,other,,ジョー マローン ロンドン,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000014.000090124.html
000000127.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-08-25,2023-08,serum|base_makeup,skincare,,,mixed,0,0,0,https://prtimes.jp/main/html/rd/p/000000127.000072864.html
000000131.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-08-25,2023-08,face_wash,skincare,,SOFINA,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000131.000072864.html
000000016.000090124,90124,ELCジャパン合同会社,ELCジャパン合同会社,brand_owner,global,core,2023-08-28,2023-08,,none,,ジョー マローン ロンドン,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000016.000090124.html
000000061.000056098,56098,株式会社クリオ,株式会社クリオ,brand_owner,KR,core,2023-08-30,2023-08,,none,,CLIO,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000061.000056098.html
000000315.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-08-30,2023-08,,none,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000315.000000263.html
000000060.000056098,56098,株式会社クリオ,株式会社クリオ,brand_owner,KR,core,2023-08-31,2023-08,serum,skincare,レチノール,,,0,0,0,https://prtimes.jp/main/html/rd/p/000000060.000056098.html
000000060.000076505,76505,株式会社韓国高麗人蔘社,株式会社韓国高麗人蔘社,importer,KR,core,2023-08-31,2023-08,lipstick,makeup,,rom&nd,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000060.000076505.html
000000081.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-08-31,2023-08,foundation|lipstick|serum,makeup,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000081.000044623.html
000000130.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-09-01,2023-09,foundation|serum|hair,makeup,,,mixed,0,0,0,https://prtimes.jp/main/html/rd/p/000000130.000072864.html
000000399.000028974,28974,株式会社桃谷順天館,株式会社桃谷順天館,brand_owner,JP,present_forward,2023-09-01,2023-09,serum,skincare,アスコルビン酸,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000399.000028974.html
000000400.000028974,28974,株式会社桃谷順天館,株式会社桃谷順天館,brand_owner,JP,present_forward,2023-09-01,2023-09,serum,skincare,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000400.000028974.html
000000313.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-09-05,2023-09,,none,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000313.000000263.html
000000132.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-09-07,2023-09,foundation,makeup,,,mixed,0,0,0,https://prtimes.jp/main/html/rd/p/000000132.000072864.html
000000134.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-09-07,2023-09,serum,skincare,,,mixed,1,0,0,https://prtimes.jp/main/html/rd/p/000000134.000072864.html
000000135.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-09-07,2023-09,,none,,,mixed,0,0,0,https://prtimes.jp/main/html/rd/p/000000135.000072864.html
000000136.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-09-08,2023-09,,none,,SOFINA,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000136.000072864.html
000000046.000046376,46376,株式会社コーセー（戦略ブランド事業部）,株式会社コーセー,brand_owner,JP,core,2023-09-11,2023-09,,none,,ADDICTION,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000046.000046376.html
000000096.000031376,31376,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-09-11,2023-09,,none,,イニスフリー,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000096.000031376.html
000000316.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-09-12,2023-09,lash_brow,makeup,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000316.000000263.html
000000317.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-09-12,2023-09,lash_brow|powder,makeup,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000317.000000263.html
000000012.000105692,105692,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-09-13,2023-09,toner_lotion|cream,skincare,ペプチド,ラネージュ,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000012.000105692.html
000000017.000090124,90124,ELCジャパン合同会社,ELCジャパン合同会社,brand_owner,global,core,2023-09-14,2023-09,fragrance,other,,ジョー マローン ロンドン,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000017.000090124.html
000000093.000006944,6944,ニベア花王株式会社,ニベア花王株式会社,brand_owner,global,core,2023-09-14,2023-09,cream,skincare,,,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000093.000006944.html
000000245.000021350,21350,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-09-14,2023-09,,none,,エチュード,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000245.000021350.html
000000318.000000263,263,常盤薬品工業株式会社,常盤薬品工業株式会社,brand_owner,JP,present_forward,2023-09-15,2023-09,cleansing|face_wash|toner_lotion,skincare,,,プチプラ,0,1,0,https://prtimes.jp/main/html/rd/p/000000318.000000263.html
000000082.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-09-19,2023-09,lipstick,makeup,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000082.000044623.html
000000013.000105692,105692,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-09-20,2023-09,base_makeup,makeup,,ラネージュ,ミドル,0,1,0,https://prtimes.jp/main/html/rd/p/000000013.000105692.html
000000095.000086691,86691,ユニリーバ・ジャパン・カスタマーマーケティング株式会社,ユニリーバ・ジャパン株式会社,brand_owner,global,core,2023-09-20,2023-09,hair,other,,LUX,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000095.000086691.html
000000246.000021350,21350,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-09-20,2023-09,eye_makeup|base_makeup,makeup,,エチュード,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000246.000021350.html
000000562.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-09-20,2023-09,serum,skincare,セラミド,ORBIS,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000562.000002061.html
000000097.000031376,31376,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-09-21,2023-09,,none,,イニスフリー,プチプラ/ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000097.000031376.html
000000083.000044623,44623,ELCジャパン合同会社　M・A・C事業部,ELCジャパン合同会社,brand_owner,global,core,2023-09-22,2023-09,,none,,M·A·C,デパコス,0,0,0,https://prtimes.jp/main/html/rd/p/000000083.000044623.html
000000158.000019685,19685,株式会社 井田ラボラトリーズ,株式会社井田ラボラトリーズ,brand_owner,JP,core,2023-09-22,2023-09,powder|nail,makeup,,CANMAKE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000158.000019685.html
000000159.000019685,19685,株式会社 井田ラボラトリーズ,株式会社井田ラボラトリーズ,brand_owner,JP,core,2023-09-22,2023-09,serum|lipstick,skincare,,CANMAKE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000159.000019685.html
000000409.000028974,28974,株式会社桃谷順天館,株式会社桃谷順天館,brand_owner,JP,present_forward,2023-09-22,2023-09,,none,アスコルビン酸,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000409.000028974.html
000000247.000021350,21350,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-09-24,2023-09,,none,,エチュード,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000247.000021350.html
000000492.000007954,7954,クラシエ株式会社（ホームプロダクツカンパニー）,クラシエ株式会社,brand_owner,JP,core,2023-09-26,2023-09,hair,other,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000492.000007954.html
000000308.000030413,30413,株式会社ディーエイチシー,株式会社ディーエイチシー,brand_owner,JP,core,2023-09-28,2023-09,lip_balm,makeup,,DHC,プチプラ/ミドル,1,0,0,https://prtimes.jp/main/html/rd/p/000000308.000030413.html
000000410.000028974,28974,株式会社桃谷順天館,株式会社桃谷順天館,brand_owner,JP,present_forward,2023-09-29,2023-09,toner_lotion,skincare,,,プチプラ,0,0,1,https://prtimes.jp/main/html/rd/p/000000410.000028974.html
000000563.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-09-29,2023-09,hair|serum,other,,ORBIS,ミドル,0,0,1,https://prtimes.jp/main/html/rd/p/000000563.000002061.html
000000014.000105692,105692,アモーレパシフィックジャパン株式会社,アモーレパシフィックジャパン株式会社,brand_owner,KR,core,2023-10-03,2023-10,lipstick,makeup,,ラネージュ,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000014.000105692.html
000000069.000042040,42040,株式会社セザンヌ化粧品,セザンヌ化粧品株式会社,brand_owner,JP,core,2023-10-03,2023-10,,none,,CEZANNE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000069.000042040.html
000000070.000042040,42040,株式会社セザンヌ化粧品,セザンヌ化粧品株式会社,brand_owner,JP,core,2023-10-03,2023-10,blush|base_makeup,makeup,,CEZANNE,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000070.000042040.html
000000495.000007954,7954,クラシエ株式会社（ホームプロダクツカンパニー）,クラシエ株式会社,brand_owner,JP,core,2023-10-03,2023-10,hair,other,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000495.000007954.html
000000140.000072864,72864,花王株式会社（Kao Beauty Brands）,花王株式会社,brand_owner,JP,present_forward,2023-10-05,2023-10,,none,,SOFINA,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000140.000072864.html
000000496.000007954,7954,クラシエ株式会社（ホームプロダクツカンパニー）,クラシエ株式会社,brand_owner,JP,core,2023-10-05,2023-10,hair,other,,,プチプラ,0,0,0,https://prtimes.jp/main/html/rd/p/000000496.000007954.html
000000568.000002061,2061,オルビス株式会社,株式会社オルビス,brand_owner,JP,core,2023-10-05,2023-10,,none,,ORBIS,ミドル,0,0,0,https://prtimes.jp/main/html/rd/p/000000568.000002061.html
